ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Learning Network,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
2520,252,A.S. JENKS ACADEMICS PLUS SCH,Abram S. Jenks School,"Jenks, Abram S. School","Jenks, A.S",1897,Elementary,Catchment,00-05,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.918773, -75.168367",N/A,2501 S 13TH ST,PHILADELPHIA,PA,19148,Network 2,1,1,1,1,1,1,0,0,0,0,0,0,0
2530,253,PHILA JUV JUSTICE SVCS CTR,Philadelphia Juvenile Justice Services Center,Philadelphia Juvenile Justice Services Center,PJJSCS,2012,Middle-High,Alternative,00-12,N/A,District,Phila Board of Education,Alternate Schools,Justice,N/A,N/A,,Programs,,,3,"39.96136565, -75.21572624",N/A,91 N 48TH ST,PHILADELPHIA,PA,19139,Network 12,1,1,1,1,1,1,1,1,1,1,1,1,1
2540,254,FRANCIS SCOTT KEY SCHOOL,Francis S. Key School,"Key, Francis S. School",Key,1889,Elementary,Catchment,00-06,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.9213857, -75.1601961",N/A,2230 S 8TH ST,PHILADELPHIA,PA,19148,Network 2,1,1,1,1,1,1,1,0,0,0,0,0,0
2580,258,ELIZA B. KIRKBRIDE SCHOOL,Eliza B. Kirkbride School,"Kirkbride, Eliza B. School",Kirkbride,1926,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.930020, -75.156466",N/A,1501 S 7TH ST,PHILADELPHIA,PA,19147,Network 2,1,1,1,1,1,1,1,1,1,0,0,0,0
2590,259,GEORGE W. NEBINGER SCHOOL,George W. Nebinger School,"Nebinger, George W. School",Nebinger,1925,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.936694, -75.153830",N/A,601 CARPENTER ST,PHILADELPHIA,PA,19147,Network 2,1,1,1,1,1,1,1,1,1,0,0,0,0
2620,262,ACADEMY AT PALUMBO,Academy at Palumbo,Academy at Palumbo,Palumbo,2006,High,Criteria-Based,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,2,"39.94019787, -75.16194915",N/A,1100 CATHARINE ST,PHILADELPHIA,PA,19147,Network 15,0,0,0,0,0,0,0,0,0,1,1,1,1
2630,263,GEORGE SHARSWOOD SCHOOL,George W. Sharswood School,"Sharswood, George W. School",Sharswood,1906,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.91935714, -75.15055053",N/A,2300 S 2ND ST,PHILADELPHIA,PA,19148,Network 2,1,1,1,1,1,1,1,1,1,0,0,0,0
2640,264,SOUTHWARK SCHOOL,Southwark School,Southwark School,Southwark,1905,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,,1,Non-Designated,1,"39.92637775, -75.16053168",N/A,1835 S 9TH ST,PHILADELPHIA,PA,19148,Network 2,1,1,1,1,1,1,1,1,1,0,0,0,0
2650,265,SCIENCE LEADERSHIP ACADEMY,Science Leadership Academy High School,Science Leadership Academy,SLA,2006,High,Criteria-Based,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,1,Non-Designated,5,"39.963701, -75.162516",N/A,550 N BROAD ST,PHILADELPHIA,PA,19130,Network 15,0,0,0,0,0,0,0,0,0,1,1,1,1
2670,267,CONSTITUTION HIGH SCHOOL,Constitution High School,Constitution High School,Constitution,2006,High,Citywide,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.950252, -75.152336",N/A,18 S 7TH ST,PHILADELPHIA,PA,19106,Network 12,0,0,0,0,0,0,0,0,0,1,1,1,1
2680,268,SCIENCE LDSHP ACADEMY @ BEEBER,The Science Leadership Academy at Beeber High School,Science Leadership Academy (SLA) at Beeber,SLA at Beeber,2014,Middle-High,Criteria-Based,05-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,1,Non-Designated,4,"39.98610221, -75.24192008",N/A,5925 MALVERN AVE,PHILADELPHIA,PA,19131,Network 15,0,0,0,0,0,1,1,1,1,1,1,1,1
2690,269,JOHN H. TAGGART SCHOOL,John H. Taggart School,"Taggart, John H. School",Taggart,1917,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.91721223, -75.15452237",N/A,400 W PORTER ST,PHILADELPHIA,PA,19148,Network 2,1,1,1,1,1,1,1,1,1,0,0,0,0
2720,272,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,Vare-Washington School,Vare-Washington,1903,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.93427949, -75.15252649",N/A,1198 S 5TH ST,PHILADELPHIA,PA,19147,Network 2,1,1,1,1,1,1,1,1,1,0,0,0,0
3040,304,Excel Middle Years Academy,Excel Middle Years Academy,Excel Middle Years Academy,Excel Middle,2017,Middle,Alternative,06-08,N/A,Contracted,Camelot Education,Alternate Schools,Continuation,N/A,N/A,,,,,5,"39.99074371, -75.18402464",N/A,4300 WESTMINSTER AVE,PHILADELPHIA,PA,19104,Opportunity,0,0,0,0,0,0,1,1,1,0,0,0,0
3190,319,CROSSROADS @ HUNTING PARK,Crossroads at Hunting Park,Crossroads at Hunting Park,Crossroads Hunting Park,2011,Elementary,Alternative,03-06,N/A,District,Phila Board of Education,Alternate Schools,Transition/Intervention,N/A,N/A,,,,,7,"40.01425525, -75.12599679",N/A,4224 N FRONT ST,PHILADELPHIA,PA,19140,Network 14,0,0,0,1,1,1,1,0,0,0,0,0,0
3210,321,Benjamin Franklin High School EOP,Ben Franklin High School EOP,"Franklin, Benjamin High School EOP",Franklin EOP,2012,High,Alternative,09-12,N/A,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,,,,,5,"39.962909, -75.159210",N/A,550 N BROAD ST,PHILADELPHIA,PA,19130,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3240,324,The Fortis Program,The Fortis Program,The Fortis Program,Fortis,2017,High,Alternative,09-12,N/A,Contracted,Ligouri INC,Alternate Schools,Accelerated,N/A,N/A,,,,,7,"39.994204, -75.111842",N/A,2343 E TUCKER ST,PHILADELPHIA,PA,19125,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3290,329,Excel Academy South,Excel Academy South,Excel Academy South,Excel South,2008,High,Alternative,09-12,N/A,Contracted,Camelot Education,Alternate Schools,Accelerated,N/A,N/A,,,,,7,"40.02608143, -75.10251944",N/A,4641 ROOSEVELT BLVD,PHILADELPHIA,PA,19124,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3291,,EXCEL ACADEMY CENTRAL,Excel Academy Central,Excel Academy Central,Excel Central,2023,High,Alternative,09-12,,Contracted,Camelot Education,Alternate Schools,Accelerated,,,,,,,9,"40.0354143, -75.1179626",N/A,201 E OLNEY AVE,PHILADELPHIA,PA,19120,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3292,,THE ACADEMY OF CONTINUED EDUCATION (ACE) SCHOOL,The Academy of Continued Education School,The Academy of Continued Education School,ACE,2023,Transition/Overage School,Virtual,00-12,,District,Phila Board of Education,Alternate Schools,,,,,,,,5,"39.9613083, -75.1622511",N/A,440 N BROAD ST,PHILADELPHIA,PA,19130,Opportunity,1,1,1,1,1,1,1,1,1,1,1,1,1
3301,W01,COMMUNITY ACADEMY OF PHILA,Community Academy of Philadelphia Charter School,Community Academy of Philadelphia Charter School,Community Academy,1997,Elementary-Middle-High,Citywide,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,7,"40.00538049, -75.10735613",0,1100 E ERIE AVE,PHILADELPHIA,PA,19124,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3302,W02,HARAMBEE INSTITUTE OF SCIENCE,Harambee Institute of Science and Technology Charter School,Harambee Institute of Science and Technology Charter School,Harambee,1997,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"39.97309111, -75.25171974",0,640 N 66TH ST,PHILADELPHIA,PA,19151,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3304,W04,YOUTHBUILD PHILA. CHARTER,YouthBuild Philadelphia Charter School,YouthBuild Philadelphia Charter School,Youthbuild,1997,High,Citywide With Criteria,12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,Programs,1,CSI,5,"39.97290649, -75.15863287",0,2309 N BROAD ST,PHILADELPHIA,PA,19132,Charters,0,0,0,0,0,0,0,0,0,0,0,0,1
3306,W06,CHRISTOPHER COLUMBUS CHARTER,Christopher Columbus Charter School,Christopher Columbus Charter School,Christopher Columbus,1999,Elementary-Middle,Citywide,00-04,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,1,"39.93894574, -75.15824752",1,916 CHRISTIAN ST,PHILADELPHIA,PA,19147,Charters,1,1,1,1,1,0,0,0,0,0,0,0,0
3307,W07,DE HOSTOS CHARTER SCHOOL,Eugenio Maria De Hostos Charter School,Eugenio Maria De Hostos Charter School,De Hostos,1998,Elementary-Middle,Citywide,00-08,N/A,Charter,ASPIRA,Charter Schools,,N/A,N/A,,,1,Non-Designated,9,"40.04655012, -75.12324994",0,6301 N 2ND ST,PHILADELPHIA,PA,19120,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3308,W08,INQUIRY CHARTER SCHOOL,Inquiry Charter School,Inquiry Charter School,Inquiry,1998,Elementary,Citywide,00-05,00-08,Charter,Belmont Charter Network,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.97475234, -75.21252924",0,1301 BELMONT AVE,PHILADELPHIA,PA,19104,Charters,1,1,1,1,1,1,0,0,0,0,0,0,0
3309,W09,IMHOTEP CHARTER SCHOOL,Imhotep Institute Charter High School,Imhotep Institute Charter High School,Imhotep,1998,High,Citywide,09-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,A-TSI,8,"40.049427, -75.154717",0,6201 N 21ST ST,PHILADELPHIA,PA,19138,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3310,W10,LAB SCH OF COMMUNICAT'N & LANG,Laboratory Charter School of Communication and Languages,Laboratory Charter School of Communication and Languages,Laboratory,1998,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"40.001404,-75.145662",0,926 W SEDGLEY AVE,PHILADELPHIA,PA,19140,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3312,W12,MULTI-CULTURAL ACADEMY,Multicultural Academy Charter School,Multicultural Academy Charter School,Multicultural Academy,1998,High,Citywide,09-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"40.01112725, -75.15073123",0,3821 N BROAD ST,PHILADELPHIA,PA,19140,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3313,W13,PREPARATORY CHARTER SCHOOL,"Preparatory Charter School of Mathematics, Science, Technology and Careers","Preparatory Charter School of Mathematics, Science, Technology and Careers",Preparatory Charter,1998,High,Citywide,09-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,2,"39.92845355, -75.18665686",0,1928 POINT BREEZE AVE,PHILADELPHIA,PA,19145,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3314,W14,WEST OAK LANE CHARTER SCHOOL,West Oak Lane Charter School,West Oak Lane Charter School,West Oak Lane,1998,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,9,"40.05936358, -75.16363798",0,7115 STENTON AVE,PHILADELPHIA,PA,19138,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3315,W15,ALLIANCE FOR PROGRESS CHARTER,Alliance For Progress Charter School,Alliance For Progress Charter School,Alliance for Progress,1998,Elementary-Middle,Citywide,00-05,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.979731, -75.165471",1,1722 CECIL B MOORE AVE,PHILADELPHIA,PA,19121,Charters,1,1,1,1,1,1,0,0,0,0,0,0,0
3318,W18,FREIRE CHARTER SCHOOL,Freire Charter School,Freire Charter School,Freire,1999,Middle-High,Citywide,05-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.95247289, -75.17442259",1,2027 CHESTNUT ST,PHILADELPHIA,PA,19103,Charters,0,0,0,0,0,1,1,1,1,1,1,1,1
3322,W22,PHILADELPHIA ACADEMY,Philadelphia Academy Charter School,Philadelphia Academy Charter School,Philadelphia Academy,1999,Elementary-Middle-High,Citywide,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,10,"40.10358436, -75.01109307",1,11000 ROOSEVELT BLVD,PHILADELPHIA,PA,19116,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3323,W23,HARDY WILLIAMS ACADEMY CHARTER,Mastery Charter School at Hardy Williams,Hardy Williams Academy Charter School,Mastery Hardy Williams,1999,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.941562, -75.226447",0,5400 WARRINGTON AVE,PHILADELPHIA,PA,19143,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3326,W26,UNIVERSAL INSTITUTE,Universal Institute Charter School,Universal Institute Charter School,Universal Institute,1999,Elementary-Middle,Citywide,00-08,N/A,Charter,Universal Companies,Charter Schools,,N/A,N/A,,,1,Non-Designated,2,"39.940931, -75.167940",0,801 S 15TH ST,PHILADELPHIA,PA,19146,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3328,W28,"MATH, SCIENCE AND TECHNOLOGY","Mathematics, Science, and Technology Community Charter School (MaST)","Mathematics, Science, and Technology (MaST) Community Charter School",MaST,1999,Elementary-Middle-High,Citywide,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,10,"40.113832, -75.005658",0,1800 BYBERRY RD,PHILADELPHIA,PA,19116,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3329,W29,YOUNG SCHOLARS CHARTER SCHOOL,Young Scholars Charter School,Young Scholars Charter School,Young Scholars,1999,Middle,Citywide,06-08,N/A,Charter,Scholar Academies,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.96734659, -75.14799661",0,900 N MARSHALL ST,PHILADELPHIA,PA,19123,Charters,0,0,0,0,0,0,1,1,1,0,0,0,0
3331,W31,FRANKLIN TOWNE CHARTER SCHOOL,Franklin Towne Charter High School,Franklin Towne Charter High School,Franklin Towne High School,2000,High,Citywide With Criteria,09-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"40.007337, -75.066611",0,5301 TACONY ST,PHILADELPHIA,PA,19137,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3332,W32,MARIANA BRACETTI ACADEMY,Mariana Bracetti Academy Charter School,Mariana Bracetti Academy Charter School,"Bracetti, Mariana",2000,Elementary-Middle-High,Citywide,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"40.005757, -75.094146",0,1840 TORRESDALE AVE,PHILADELPHIA,PA,19124,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3333,W33,ESPERANZA ACADEMY CHARTER,Esperanza Academy Charter School,Esperanza Academy Charter School,Esperanza Academy,2000,Elementary-Middle-High,Citywide,09-12,00-12,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,7,"40.01478539, -75.13232396",1,301 W HUNTING PARK AVE,PHILADELPHIA,PA,19140,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3334,W34,NEW FOUNDATIONS CHARTER SCHOOL,New Foundations Charter School,New Foundations Charter School,New Foundations,2000,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"40.035070, -75.024187",1,8001 TORRESDALE AVE,PHILADELPHIA,PA,19136,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3335,W35,PEOPLE FOR PEOPLE CHARTER SCHL,People for People Charter School,People for People Charter School,People for People,2001,Elementary-Middle-High,Citywide,00-12,00-08,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.96810141, -75.16067477",0,800 N BROAD ST,PHILADELPHIA,PA,19130,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3336,W36,PHILA PERFORMING ARTS-BROAD ST,Philadelphia Performing Arts Charter School,Philadelphia Performing Arts Charter School,Philadelphia Performing Arts,2000,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,2,"39.91777662, -75.17166577",1,2600 S BROAD ST,PHILADELPHIA,PA,19145,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3337,W37,GLOBAL LEADERSHIP ACADEMY,Global Leadership Academy Charter School,Global Leadership Academy Charter School,Global Leadership,2000,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"39.97335953, -75.2154352",0,4601 W GIRARD AVE,PHILADELPHIA,PA,19131,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3341,W41,INDEPENDENCE CHARTER SCHOOL,Independence Charter School,Independence Charter School,Independence,2001,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,2,"39.94496682, -75.16855598",0,1600 LOMBARD ST,PHILADELPHIA,PA,19146,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3353,W53,KIPP DUBOIS CHARTER SCHOOL,KIPP DuBois Charter School,KIPP DuBois Charter School,KIPP DuBois,2015,High,Citywide With Criteria,09-12,N/A,Charter,KIPP,Charter Schools,,N/A,N/A,,,1,A-TSI,4,"39.98043019, -75.22085032",0,5070 PARKSIDE AVE,PHILADELPHIA,PA,19131,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3357,W57,WEST PHILA ACHIEVEMENT,West Philadelphia Achievement Charter School,West Philadelphia Achievement Charter School,West Philadelphia Achievement,2002,Elementary,Citywide,00-05,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,A-TSI,4,"39.970667, -75.254111",0,6701 CALLOWHILL ST,PHILADELPHIA,PA,19151,Charters,1,1,1,1,1,1,0,0,0,0,0,0,0
3358,W58,PHILADELPHIA ELECTRICAL AND,Philadelphia Electrical and Technology Charter High School,Philadelphia Electrical and Technology Charter High School,PE&T,2002,High,Citywide,09-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,Programs,1,Non-Designated,5,"39.9566589, -75.1681729",0,1709 BENJAMIN FRANKLIN PKWY,PHILADELPHIA,PA,19103,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3359,W59,RICHARD ALLEN PREP,Richard Allen Preparatory Charter School,Richard Allen Preparatory Charter School,"Allen, Richard",2001,Middle,Citywide,05-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.92809187, -75.21926743",0,2601 S 58TH ST,PHILADELPHIA,PA,19143,Charters,0,0,0,0,0,1,1,1,1,0,0,0,0
3360,W60,RUSSELL BYERS CHARTER SCHOOL,Russell Byers Charter School,Russell Byers Charter School,"Byers, Russell",2001,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.95594922, -75.17155064",0,1911 ARCH ST,PHILADELPHIA,PA,19103,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3361,W61,MASTERY CHARTER-LENFEST CAMPUS,Mastery Charter High School,Mastery Charter High School,Mastery Charter,2001,Middle-High,Citywide With Criteria,07-12,N/A,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,1,Non-Designated,1,"39.94950579, -75.14734776",0,35 S 4TH ST,PHILADELPHIA,PA,19106,Charters,0,0,0,0,0,0,0,1,1,1,1,1,1
3362,W62,WISSAHICKON CHARTER SCHOOL,Wissahickon Charter School,Wissahickon Charter School,Wissahickon,2002,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"40.01537246, -75.17405347",1,4700 WISSAHICKON AVE,PHILADELPHIA,PA,19144,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3364,W64,FIRST PHILADELPHIA CHARTER,First Philadelphia Preparatory Charter School,First Philadelphia Preparatory Charter School,First Philadelphia,2002,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,American Paradigm,Charter Schools,,N/A,N/A,,,1,Non-Designated,7,"40.00719991, -75.08240619",0,4300 TACONY ST,PHILADELPHIA,PA,19124,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3365,W65,GREEN WOODS CHARTER SCHOOL,Green Woods Charter School,Green Woods Charter School,Green Woods,2002,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"40.04416378, -75.23385852",0,468 DOMINO LN,PHILADELPHIA,PA,19128,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3366,W66,MARITIME ACADEMY CHARTER,Maritime Academy Charter School,Maritime Academy Charter School,Maritime,2003,Elementary-Middle-High,Citywide,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"40.007862, -75.068318",1,2275 BRIDGE ST,PHILADELPHIA,PA,19137,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3368,W68,BELMONT ELEMENTARY CHARTER,Belmont Elementary Charter School,Belmont Elementary Charter School,Belmont,2005,Elementary-Middle-High,Catchment,00-12,N/A,Charter,Belmont Charter Network,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.96696484, -75.20487093",1,4030 BROWN ST,PHILADELPHIA,PA,19104,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3370,W70,KIPP PHILADELPHIA CHARTER,KIPP Philadelphia Charter School,KIPP Philadelphia Charter School,KIPP Philadelphia,2003,Elementary-Middle,Citywide,00-08,N/A,Charter,KIPP,Charter Schools,,N/A,N/A,,,1,A-TSI,5,"39.992038, -75.158039",1,2600 W CLEARFIELD ST,PHILADELPHIA,PA,19132,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3372,W72,DISCOVERY CHARTER SCHOOL,The Jacquelyn Y. Kelley Discovery Charter School,The Jacquelyn Y. Kelley Discovery Charter School,Discovery,2003,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"39.97770823, -75.21350485",0,4700 PARKSIDE AVE,PHILADELPHIA,PA,19131,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3378,W78,PHILADELPHIA MONTESSORI,Philadelphia Montessori Charter School,Philadelphia Montessori Charter School,Philadelphia Montessori,2004,Elementary,Citywide,00-06,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,2,"39.91656437, -75.24515327",0,2227 ISLAND RD,PHILADELPHIA,PA,19142,Charters,1,1,1,1,1,1,1,0,0,0,0,0,0
3379,W79,AD PRIMA CHARTER SCHOOL,Ad Prima Charter School,Ad Prima Charter School,Ad Prima,2004,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"39.984296, -75.247860",1,1922 N 63RD ST,PHILADELPHIA,PA,19151,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3383,W83,MASTERY CHARTER-SHOEMAKER,Mastery Charter School at Shoemaker,Mastery Charter School - Shoemaker Campus,Mastery Shoemaker,2006,Middle-High,Citywide With Criteria,07-12,N/A,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"39.975799, -75.228437",0,5301 MEDIA ST,PHILADELPHIA,PA,19131,Charters,0,0,0,0,0,0,0,1,1,1,1,1,1
3384,W84,FOLK ARTS CULTURAL TREASURES,Folk Arts-Cultural Treasures Charter School,Folk Arts-Cultural Treasures Charter School (FACTS),FACTS,2005,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,1,"39.95885103, -75.15551365",0,1023 CALLOWHILL ST,PHILADELPHIA,PA,19123,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3385,W85,MASTERY CHARTER-THOMAS CAMPUS,Mastery Charter School at Thomas Campus,Mastery Charter School - Thomas Campus,Mastery Thomas,2005,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,1,Non-Designated,1,"39.91454096, -75.16358831",1,927 JOHNSTON ST,PHILADELPHIA,PA,19148,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3386,W86,NORTHWOOD CHARTER SCHOOL,Northwood Academy Charter School,Northwood Academy Charter School,Northwood,2005,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,7,"40.02015006, -75.09523811",0,4621 CASTOR AVE,PHILADELPHIA,PA,19124,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3388,W88,BOYS LATIN OF PHILA CHARTER,Boys' Latin of Philadelphia Charter School,Boys' Latin of Philadelphia Charter School,Boys Latin,2007,Middle-High,Citywide,06-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.95172558, -75.23374851",1,5501 CEDAR AVE,PHILADELPHIA,PA,19143,Charters,0,0,0,0,0,0,1,1,1,1,1,1,1
3389,W89,KEYSTONE ACADEMY CHARTER,Keystone Academy Charter School,Keystone Academy Charter School,Keystone Academy,2007,Elementary-Middle,Citywide,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"40.021916, -75.045089",0,4521 LONGSHORE AVE,PHILADELPHIA,PA,19135,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3392,W92,SOUTHWEST LEADERSHIP ACADEMY,Southwest Leadership Academy Charter School,Southwest Leadership Academy Charter School,Southwest Leadership,2007,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,2,"39.918099, -75.242600",0,7101 PASCHALL AVE,PHILADELPHIA,PA,19142,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3393,W93,MASTERY CHARTER @ PICKETT,Mastery Charter School at Pickett,Mastery Charter School - Pickett Campus,Mastery Pickett,2007,Middle-High,Citywide With Criteria,06-12,N/A,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,1,Non-Designated,8,"40.03187441, -75.18087124",0,5700 WAYNE AVE,PHILADELPHIA,PA,19144,Charters,0,0,0,0,0,0,1,1,1,1,1,1,1
