ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Learning Network,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
3394,W94,PAN AMERICAN ACADEMY CHARTER,Pan American Academy Charter School,Pan American Academy Charter School,Pan American,2008,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,Congreso,Charter Schools,,N/A,N/A,,,1,Non-Designated,7,"39.99428061, -75.13614883",0,2830 N AMERICAN ST,PHILADELPHIA,PA,19133,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3395,W95,ANTONIA PANTOJA CHARTER SCHOOL,Antonia Pantoja Charter School,Antonia Pantoja Charter School,"Pantoja, Antonia",2008,Elementary-Middle,Citywide,00-08,N/A,Charter,ASPIRA,Charter Schools,,N/A,N/A,,,1,Non-Designated,7,"40.01300525, -75.13136564",0,4101 N AMERICAN ST,PHILADELPHIA,PA,19140,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3399,W99,SANKOFA FREEDOM ACADEMY,Sankofa Freedom Academy Charter School,Sankofa Freedom Academy Charter School,Sankofa,2009,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,1,"39.987082, -75.128641",0,2501 KENSINGTON AVE,PHILADELPHIA,PA,19125,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3403,X03,FRANKLIN TOWNE ELEMENTARY,Franklin Towne Charter Elementary School,Franklin Towne Charter Elementary School,Franklin Towne Elementary,2009,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"39.99551599, -75.07472434",0,4259 RICHMOND ST,PHILADELPHIA,PA,19137,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3404,X04,TACONY ACADEMY CHARTER SCHOOL,Tacony Academy Charter School,Tacony Academy Charter School,Tacony Academy,2009,Elementary-Middle-High,Citywide With Criteria,00-12,N/A,Charter,American Paradigm,Charter Schools,,N/A,N/A,,,1,Non-Designated,10,"40.06684222, -75.06598353",1,1330 RHAWN ST,PHILADELPHIA,PA,19111,Charters,1,1,1,1,1,1,1,1,1,1,1,1,1
3407,X07,MASTERY CHARTER @ HARRITY,Mastery Charter School at Harrity,Mastery Charter School At Harrity Elementary,Mastery Harrity,2010,Elementary-Middle,Catchment,00-08,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,1,Non-Designated,3,"39.94852458, -75.23548525",0,5601 CHRISTIAN ST,PHILADELPHIA,PA,19143,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3408,X08,MASTERY CHARTER @ MANN,Mastery Charter School at Mann,Mastery Charter School Mann Elementary,Mastery Mann,2010,Elementary,Catchment,00-06,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,1,Non-Designated,4,"39.98590147, -75.2313266",0,5376 W BERKS ST,PHILADELPHIA,PA,19131,Charters,1,1,1,1,1,1,1,0,0,0,0,0,0
3409,X09,MASTERY CHARTER @ SMEDLEY,Mastery Charter School at Smedley,Mastery Charter School Smedley Elementary,Mastery Smedley,2010,Elementary,Catchment,00-06,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,1,Non-Designated,7,"40.019786, -75.073892",0,1790 BRIDGE ST,PHILADELPHIA,PA,19124,Charters,1,1,1,1,1,1,1,0,0,0,0,0,0
3412,X12,DOUGLASS MASTERY CHARTER,Mastery Charter School at Douglass,Frederick Douglass Mastery Charter School,Mastery Douglass,2010,Elementary-Middle,Catchment,00-08,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2010-2011,,,1,Non-Designated,5,"39.98461532, -75.16846267",0,2118 W NORRIS ST,PHILADELPHIA,PA,19121,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3415,X15,MASTERY CHARTER @ CLYMER,Mastery Charter School at Clymer,Mastery Charter School At Clymer Elementary,Mastery Clymer,2011,Elementary,Catchment,00-06,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2011-2012,,,1,Non-Designated,5,"39.99565934, -75.15034419",0,1201 W RUSH ST,PHILADELPHIA,PA,19133,Charters,1,1,1,1,1,1,1,0,0,0,0,0,0
3416,X16,MASTERY CHARTER @ GRATZ HIGH,Mastery Charter School at Gratz,Mastery Charter School Simon Gratz Campus,Mastery Gratz,2011,Middle-High,Catchment,07-12,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2011-2012,,,1,Non-Designated,8,"40.01453965, -75.15660685",0,1798 W HUNTING PARK AVE,PHILADELPHIA,PA,19140,Charters,0,0,0,0,0,0,0,1,1,1,1,1,1
3417,X17,UNIVERSAL AUDENRIED CHARTER,Universal Charter School at Audenried,Universal Audenried Promise Neighborhood Partnership Charter School,Universal Audenried,2011,High,Catchment,09-12,N/A,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2011-2012,,Comprehensive,1,A-TSI,2,"39.933737, -75.198590",0,3301 TASKER ST,PHILADELPHIA,PA,19145,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3418,X18,UNIVERSAL VARE CHARTER SCHOOL,Universal Charter School at Vare,Universal Vare Promise Neighborhood Partnership Charter School,Universal Vare,2011,Middle,Catchment,05-08,N/A,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2011-2012,,,1,Non-Designated,2,"39.925837, -75.185707",0,1901 S 23RD ST,PHILADELPHIA,PA,19145,Charters,0,0,0,0,0,1,1,1,1,0,0,0,0
3419,X19,LINDLEY ACADEMY @ BIRNEY,General David B. Birney Charter School,General David B. Birney Charter School,Birney Charter,2011,Elementary-Middle,Catchment,00-08,N/A,Charter,American Paradigm,Charter Schools,,Renaissance Charter,2011-2012,,,1,Non-Designated,8,"40.02954904, -75.13883269",0,900 LINDLEY AVE,PHILADELPHIA,PA,19141,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3420,,MASTERY CHARTER @ CLEVELAND,Mastery Charter School at Cleveland,Mastery Charter School Cleveland Elementary,Mastery Cleveland,2012,Elementary-Middle,Catchment,00-08,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2012-2013,,,1,Non-Designated,8,"40.01027824, -75.15908455",0,3701 N 19TH ST,PHILADELPHIA,PA,19140,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3421,X21,UNIVERSAL CREIGHTON CHARTER,Universal Charter School at Creighton,Universal Creighton Charter School,Universal Creighton,2012,Elementary-Middle,Catchment,00-08,N/A,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2012-2013,,,1,Non-Designated,9,"40.03404277, -75.10586492",0,5401 TABOR AVE,PHILADELPHIA,PA,19120,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3422,X22,PHILADELPHIA CHARTER FOR ARTS,The Philadelphia Charter School for Arts and Sciences,The Philadelphia Charter School For The Arts & Sciences At H.R. Edmunds,Edmunds,2012,Elementary-Middle,Catchment,00-08,N/A,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2012-2013,,,1,Non-Designated,7,"40.02423246, -75.08599631",0,1197 HAWORTH ST,PHILADELPHIA,PA,19124,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3423,X23,MEMPHIS ST. CHARTER @ JP JONES,Memphis Street Academy Charter School at J.P. Jones,Memphis Street Academy Charter School at J.P. Jones,Memphis Street,2012,Middle,Catchment,05-08,N/A,Charter,American Paradigm,Charter Schools,,Renaissance Charter,2012-2013,,,1,Non-Designated,1,"39.98588986, -75.11285949",0,2950 MEMPHIS ST,PHILADELPHIA,PA,19134,Charters,0,0,0,0,0,1,1,1,1,0,0,0,0
3424,X24,UNIVERSAL ALCORN CHARTER,Universal Charter School at Alcorn,Universal Alcorn Charter School,Universal Alcorn,2013,Elementary-Middle,Catchment,00-08,N/A,Charter,Universal Companies,Charter Schools,,Renaissance Charter,2013-2014,,,1,Non-Designated,2,"39.935499, -75.197771",0,3200 DICKINSON ST,PHILADELPHIA,PA,19146,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3426,,MASTERY CHARTER @ PASTORIUS,Mastery Charter School at Pastorius,Mastery Charter School Pastorius Elementary,Mastery Pastorius,2013,Elementary-Middle,Catchment,00-08,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2013-2014,,,1,Non-Designated,8,"40.048208, -75.161424",0,5650 SPRAGUE ST,PHILADELPHIA,PA,19138,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3427,X27,MASTERY CHARTER @ WISTER,Mastery Charter School at Wister,John Wister Mastery Charter School,Mastery Wister,2016,Elementary,Catchment,00-05,N/A,Charter,Mastery Schools,Charter Schools,,Renaissance Charter,2016-2017,,,1,Non-Designated,8,"40.03288146, -75.16672063",0,67 E BRINGHURST ST,PHILADELPHIA,PA,19144,Charters,1,1,1,1,1,1,0,0,0,0,0,0,0
3428,X28,G.L.A. CHARTER @ HUEY,Global Leadership Academy Charter School Southwest at Huey,Global Leadership Academy Charter School Southwest at Huey,Global Leadership at Huey,2016,Elementary-Middle,Catchment,00-08,N/A,Charter,District Charter,Charter Schools,,Renaissance Charter,2016-2017,,,1,Non-Designated,3,"39.95332691, -75.22685833",0,5200 PINE ST,PHILADELPHIA,PA,19143,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3436,,KIPP OCTAVIUS CATTO CHARTER SCHOOL,KIPP Octavius Catto Charter School,KIPP Octavius Catto Charter School,KIPP Catto,2022,Elementary,Citywide,00-04,N/A,Charter,KIPP,Charter Schools,,,,,,,,3,"39.95972399631784, -75.21459105458925",0,4601 MARKET ST,PHILADELPHIA,PA,19139,Charters,1,1,1,1,1,0,0,0,0,0,0,0,0
3437,X37,KIPP NORTH PHILA CHARTER SCHL,KIPP North Philadelphia Charter School,KIPP North Philadelphia Charter School,KIPP N Phila Charter,2018,Elementary,Citywide,00-08,N/A,Charter,KIPP,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.991930, -75.158212",0,2539 N 16TH ST,PHILADELPHIA,PA,19132,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3438,X38,DEEP ROOTS CHARTER SCHOOL,Deep Roots Charter School,Deep Roots Charter School,Deep Roots Charter,2018,Elementary,Citywide With Criteria,00-05,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"39.998066, -75.101664",0,3556 FRANKFORD AVE,PHILADELPHIA,PA,19134,Charters,1,1,1,1,1,1,0,0,0,0,0,0,0
3439,X39,MASTERY PREP ELEM CHARTER SCHL,Mastery Prep Elementary Charter School,Mastery Prep Elementary Charter School,Mastery Prp Elm,2018,Elementary,Citywide,00-03,00-06,Charter,Mastery Schools,Charter Schools,,N/A,N/A,,,1,Non-Designated,8,"40.013457, -75.156128",0,1801 W PIKE ST,PHILADELPHIA,PA,19140,Charters,1,1,1,1,0,0,0,0,0,0,0,0,0
3440,X40,MAST COMMUNITY CHARTER II,MaST Community Charter School II,"Mathematics, Science and Technology Community Charter School II",MaST II,2016,Elementary-High,Citywide,"00-06, 09",N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,6,"40.017476, -75.044372",1,6501 STATE RD,PHILADELPHIA,PA,19135,Charters,1,1,1,1,1,1,1,0,0,1,0,0,0
3441,X41,TECH FREIRE CHARTER SCHOOL,TECH Freire Charter School,TECH Freire Charter School,TECH Freire,2016,High,Citywide With Criteria,09-12,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,5,"39.986869, -75.155669",0,2221 N BROAD ST,PHILADELPHIA,PA,19132,Charters,0,0,0,0,0,0,0,0,0,1,1,1,1
3442,X42,INDEPENDENCE CHARTER WEST,Independence Charter School West,Impact Charter School West,Independence West,2016,Elementary-Middle,Citywide With Criteria,00-08,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.93731366, -75.22614036",0,5600 CHESTER AVE,PHILADELPHIA,PA,19143,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3443,X43,KIPP WEST PHILA CHARTER SCHOOL,KIPP West Philadelphia Charter School,KIPP West Philadelphia Charter School,KIPP West Elementary,2016,Elementary,Citywide,00-08,N/A,Charter,KIPP,Charter Schools,,N/A,N/A,,,1,Non-Designated,3,"39.94453199, -75.24184422",1,5070 PARKSIDE AVE,PHILADELPHIA,PA,19131,Charters,1,1,1,1,1,1,1,1,1,0,0,0,0
3445,X45,MAST III CHARTER SCHOOL,MAST Community Charter School III,MAST Community Charter School III,MAST III,2019,Elementary,Citywide With Criteria,00-11,N/A,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,10,"40.109575, -74.991671",0,1 CROWN WAY,PHILADELPHIA,PA,19154,Charters,1,1,1,1,1,1,1,1,1,1,1,1,0
3446,X46,PHILADELPHIA HEBREW CHARTER,Philadelphia Hebrew Public Charter School,Philadelphia Hebrew Public Charter School,Philadelphia Hebrew,2019,Elementary,Citywide,00-07,00-08,Charter,District Charter,Charter Schools,,N/A,N/A,,,1,Non-Designated,4,"40.012045, -75.184376",0,3300 HENRY AVE,PHILADELPHIA,PA,19129,Charters,1,1,1,1,1,1,1,1,0,0,0,0,0
3510,351,El Centro De Estudiantes,El Centro de Estudiantes,El Centro de Estudiantes,El Centro,2009,High,Alternative,09-12,N/A,Contracted,Big Picture Philadelphia,Alternate Schools,Accelerated,N/A,N/A,,,,,6,"39.99560894519718, -75.1066169912521",N/A,3360 FRANKFORD AVE,PHILADELPHIA,PA,19134,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3810,381,One Bright Ray - Elmwood,One Bright Ray - Elmwood,One Bright Ray - Elmwood,OBR Elmwood,2015,High,Alternative,09-12,N/A,Contracted,International Education and Community Initiatives,Alternate Schools,Accelerated,N/A,N/A,,,,,2,"39.92251591, -75.22908493",N/A,6404 ELMWOOD AVE,PHILADELPHIA,PA,19142,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3820,382,Achieve Academy of Philadelphia - East Campus,Achieve Academy of Philadelphia - East Campus,Achieve Academy of Philadelphia - East Campus,Achieve East,2016,Middle-High,Alternative,06-12,N/A,Contracted,Camelot Education,Alternate Schools,AEDY,N/A,N/A,,,,,7,"40.01425525, -75.12599679",N/A,4224 N FRONT ST,PHILADELPHIA,PA,19140,Opportunity,0,0,0,0,0,0,1,1,1,1,1,1,1
3850,385,Northeast High School EOP,Northeast High School EOP,Northeast High School EOP,Northeast EOP,2016,High,Alternative,09-12,N/A,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,,,,,10,"40.055681, -75.071168",N/A,1601 COTTMAN AVE,PHILADELPHIA,PA,19111,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
3880,388,South Philadelphia High School EOP,South Philadelphia High School EOP,South Philadelphia High School EOP,South Phila EOP,2008,High,Alternative,09-12,N/A,District,Phila Board of Education,Alternate Schools,EOP,N/A,N/A,,,,,1,"39.9238987, -75.1691065",N/A,2101 S BROAD ST,PHILADELPHIA,PA,19148,Opportunity,0,0,0,0,0,0,0,0,0,1,1,1,1
4020,402,OVERBROOK HIGH SCHOOL,Overbrook High School,Overbrook High School,Overbrook High,1926,High,Catchment,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,1,CSI,4,"39.981028, -75.238556",N/A,5898 LANCASTER AVE,PHILADELPHIA,PA,19131,Network 12,0,0,0,0,0,0,0,0,0,1,1,1,1
4030,403,ENGINEERING & SCIENCE HIGH SCH,Carver High School of Engineering and Science,Carver High School of Engineering and Science,Carver HSES,1949,Middle-High,Criteria-Based,07-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,1,Non-Designated,5,"39.98341809, -75.16127789",N/A,1600 W NORRIS ST,PHILADELPHIA,PA,19121,Network 15,0,0,0,0,0,0,0,1,1,1,1,1,1
4060,406,MURRELL DOBBINS HIGH SCHOOL,Murrell Dobbins Career and Technical Education High School,"Dobbins, Murrell Career and Technical High School",Dobbins,1938,High,Citywide,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2016-2017,Comprehensive,1,CSI,5,"39.9954293, -75.16679334",N/A,2150 W LEHIGH AVE,PHILADELPHIA,PA,19132,Network 13,0,0,0,0,0,0,0,0,0,1,1,1,1
4140,414,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,Strawberry Mansion High School,Strawberry Mansion,1964,High,Catchment,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,Program Redesign,2018-2019,,Programs,1,CSI,5,"39.99074371, -75.18402464",N/A,3133 RIDGE AVE,PHILADELPHIA,PA,19121,Network 13,0,0,0,0,0,0,0,0,0,1,1,1,1
4220,422,JAMES G. BLAINE SCHOOL,James G. Blaine School,"Blaine, James G. School",Blaine,1966,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.98521297, -75.18293887",N/A,3001 W BERKS ST,PHILADELPHIA,PA,19121,Network 5,1,1,1,1,1,1,1,1,1,0,0,0,0
4240,424,LEWIS C CASSIDY ACADEMICS PLUS,Lewis C. Cassidy Academics Plus School,"Cassidy, Lewis C. Academics Plus School",Cassidy,1924,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,4,"39.97551874, -75.25077443",N/A,6523 LANSDOWNE AVE,PHILADELPHIA,PA,19151,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4270,427,WILLIAM DICK SCHOOL,William Dick School,"Dick, William School","Dick, William",1954,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.986730, -75.173787",N/A,2498 W DIAMOND ST,PHILADELPHIA,PA,19121,Network 5,1,1,1,1,1,1,1,1,1,0,0,0,0
4280,428,SAMUEL GOMPERS SCHOOL,Samuel Gompers School,"Gompers, Samuel School",Gompers,1968,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2017-2018,,1,Non-Designated,4,"39.99205763, -75.23754028",N/A,5701 WYNNEFIELD AVE,PHILADELPHIA,PA,19131,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4300,430,EDWARD HESTON SCHOOL,Edward Heston School,"Heston, Edward School",Heston,1970,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2017-2018,,,1,CSI,4,"39.977852, -75.229727",N/A,1621 N 54TH ST,PHILADELPHIA,PA,19131,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4320,432,ROBERT E. LAMBERTON ELEMENTARY,Robert E. Lamberton School,"Lamberton, Robert E. School",Lamberton,1949,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2019-2020,,,1,Non-Designated,4,"39.975465, -75.266329",N/A,7501 WOODBINE AVE,PHILADELPHIA,PA,19151,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4350,435,RHODES ELEMENTARY SCHOOL,E. Washington Rhodes School,"Rhodes, E. Washington School",Rhodes,2013,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2016-2017,,,1,CSI,4,"40.00275594, -75.17812979",N/A,2900 W CLEARFIELD ST,PHILADELPHIA,PA,19132,Network 5,1,1,1,1,1,1,1,1,1,0,0,0,0
4360,436,KENDERTON ELEMENTARY,Kenderton Elementary School,Kenderton School,Kenderton,2016,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,8,"40.004940, -75.154241",N/A,1500 W ONTARIO ST,PHILADELPHIA,PA,19140,Network 8,1,1,1,1,1,1,1,1,1,0,0,0,0
4370,437,OVERBROOK ELEMENTARY SCHOOL,Overbrook Elementary School,Overbrook Elementary School,Overbrook Elem,1990,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,4,"39.98225806, -75.24584611",N/A,2032 N 62ND ST,PHILADELPHIA,PA,19151,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4380,438,THOMAS M. PEIRCE SCHOOL,Thomas M. Peirce School,"Peirce, Thomas M. School",Peirce,1908,Elementary,Catchment,00-05,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,8,"39.998839, -75.168424",N/A,2300 W CAMBRIA ST,PHILADELPHIA,PA,19132,Network 5,1,1,1,1,1,1,0,0,0,0,0,0,0
4440,444,DR. ETHEL ALLEN SCHOOL,Dr. Ethel Allen School,"Allen, Dr. Ethel School","Allen, Ethel",1971,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2010-2011,,,1,Non-Designated,5,"39.99757697, -75.18345963",N/A,3200 W LEHIGH AVE,PHILADELPHIA,PA,19132,Network 5,1,1,1,1,1,1,1,1,1,0,0,0,0
4460,446,TANNER DUCKREY SCHOOL,Tanner G. Duckrey School,"Duckrey, Tanner G. School",Duckrey,1968,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.98520302, -75.15830107",N/A,1501 W DIAMOND ST,PHILADELPHIA,PA,19121,Network 8,1,1,1,1,1,1,1,1,1,0,0,0,0
4470,447,RICHARD WRIGHT SCHOOL,Richard R. Wright School,"Wright, Richard R. School",Wright,1970,Elementary,Catchment,00-05,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2019-2020,,1,Non-Designated,5,"39.99043963, -75.17699812",N/A,2201 N 28TH ST,PHILADELPHIA,PA,19132,Network 5,1,1,1,1,1,1,0,0,0,0,0,0,0
4480,448,OVERBROOK EDUCATIONAL CENTER,Overbrook Educational Center,Overbrook Educational Center,Overbrook EC,1986,Elementary-Middle,Citywide,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,2019-2020,,1,Non-Designated,4,"39.97429952, -75.25401239",N/A,6722 LANSDOWNE AVE,PHILADELPHIA,PA,19151,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4520,,GUION S. BLUFORD ELEMENTARY SCHOOL,Guion S. Bluford School,"Bluford, Guion S. School",Bluford,2023,Elementary-Middle,Catchment,00-08,,District,Phila Board of Education,SDP K12 Schools,,,,,,,,4,"39.97381132178622, -75.23583172582438",N/A,5720 MEDIA ST,PHILADELPHIA,PA,19131,Network 3,1,1,1,1,1,1,1,1,1,0,0,0,0
4530,453,EDWARD GIDEON SCHOOL,Edward Gideon School,"Gideon, Edward School",Gideon,1952,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,Academic Improvement Plan,2018-2019,2016-2017,,1,Non-Designated,5,"39.98447594, -75.18016456",N/A,2817 W GLENWOOD AVE,PHILADELPHIA,PA,19121,Network 5,1,1,1,1,1,1,1,1,1,0,0,0,0
4560,456,WILLIAM D. KELLEY SCHOOL,William D. Kelley School,"Kelley, William D. School",Kelley,1965,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.98039173, -75.18032689",N/A,1601 N 28TH ST,PHILADELPHIA,PA,19121,Network 5,1,1,1,1,1,1,1,1,1,0,0,0,0
4570,457,GEN. GEORGE G. MEADE SCHOOL,General George G. Meade School,"Meade, General George G. School",Meade,1937,Elementary-Middle,Catchment,00-08,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.978587, -75.164718",N/A,1600 N 18TH ST,PHILADELPHIA,PA,19121,Network 4,1,1,1,1,1,1,1,1,1,0,0,0,0
5020,502,THOMAS EDISON HIGH SCHOOL,Thomas A. Edison High School,"Edison, Thomas A. High School",Edison,1985,High,Catchment,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,Acceleration,2014-2015,,Comprehensive,1,CSI,7,"40.01116485, -75.12863791",N/A,151 W LUZERNE ST,PHILADELPHIA,PA,19140,Network 14,0,0,0,0,0,0,0,0,0,1,1,1,1
5033,,STUDENT TRANSITION CENTER,Student Transition Center,Student Transition Center,Student Transition Center,2023,Other,Alternative,01-12,,District,Phila Board of Education,Alternate Schools,Transition/Overage,,,,,,,5,"39.9613083, -75.1622511",N/A,440 N BROAD ST,PHILADELPHIA,PA,19130,Opportunity,0,1,1,1,1,1,1,1,1,1,1,1,1
5050,505,PHILADELPHIA MILITARY ACADEMY,Philadelphia Military Academy,Philadelphia Military Academy at Elverson,PMA,2005,High,Citywide,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.98470959, -75.15443401",N/A,2118 N. 13TH ST.,PHILADELPHIA,PA,19122,Network 13,0,0,0,0,0,0,0,0,0,1,1,1,1
5060,506,JULES MASTBAUM HIGH SCHOOL,Jules E. Mastbaum Area Vocational Technical High School,"Mastbaum, Jules E. Area Vocational Technical High School",Mastbaum,1929,High,Citywide,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Comprehensive,1,CSI,1,"39.99214686, -75.11213573",N/A,3116 FRANKFORD AVE,PHILADELPHIA,PA,19134,Network 13,0,0,0,0,0,0,0,0,0,1,1,1,1
5070,507,PARKWAY-NORTHWEST HIGH SCHOOL,Parkway Northwest High School,Parkway Northwest High School,Parkway N.W.,1960,High,Criteria-Based,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,CSI,8,"40.05664074, -75.16457453",N/A,6200 CRITTENDEN ST,PHILADELPHIA,PA,19138,Network 15,0,0,0,0,0,0,0,0,0,1,1,1,1
5080,508,PARKWAY C.C. MIDDLE COLLEGE,Parkway Center City Middle College High School,Parkway Center City Middle College High School,Parkway C.C.,2005,High,Criteria-Based,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,5,"39.96300501, -75.1592865",N/A,540 N 13TH ST,PHILADELPHIA,PA,19123,Network 15,0,0,0,0,0,0,0,0,0,1,1,1,1
5090,509,PARKWAY WEST HIGH SCHOOL,Parkway West High School,Parkway West High School,Parkway W.,2004,High,Criteria-Based,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,Programs,1,Non-Designated,3,"39.96425379, -75.21546704",N/A,4725 FAIRMOUNT AVE,PHILADELPHIA,PA,19139,Network 15,0,0,0,0,0,0,0,0,0,1,1,1,1
5150,515,WILLIAM W. BODINE HIGH SCHOOL,William W. Bodine School,"Bodine, William W. High School",Bodine,1935,High,Criteria-Based,09-12,N/A,District,Phila Board of Education,SDP K12 Schools,,N/A,N/A,,,1,Non-Designated,1,"39.96793026, -75.14343443",N/A,1101 N 4TH ST,PHILADELPHIA,PA,19123,Network 15,0,0,0,0,0,0,0,0,0,1,1,1,1
